	mH1	mH2	mH3
0	125.09	172.75	320.8333333333333
1	125.09	188.33333333333334	337.29166666666663
2	125.09	188.33333333333334	353.75
3	125.09	203.91666666666669	353.75
4	125.09	203.91666666666669	370.2083333333333
5	125.09	203.91666666666669	386.66666666666663
6	125.09	219.5	370.2083333333333
7	125.09	219.5	386.66666666666663
8	125.09	219.5	403.125
9	125.09	235.08333333333334	386.66666666666663
10	125.09	235.08333333333334	403.125
11	125.09	235.08333333333334	419.5833333333333
12	125.09	235.08333333333334	436.04166666666663
13	125.09	250.66666666666669	403.125
14	125.09	250.66666666666669	419.5833333333333
15	125.09	250.66666666666669	436.04166666666663
16	125.09	250.66666666666669	452.5
17	125.09	250.66666666666669	468.9583333333333
18	125.09	266.25	419.5833333333333
19	125.09	266.25	436.04166666666663
20	125.09	266.25	452.5
21	125.09	266.25	468.9583333333333
22	125.09	266.25	485.41666666666663
23	125.09	266.25	501.875
24	125.09	281.83333333333337	436.04166666666663
25	125.09	281.83333333333337	452.5
26	125.09	281.83333333333337	468.9583333333333
27	125.09	281.83333333333337	485.41666666666663
28	125.09	281.83333333333337	501.875
29	125.09	281.83333333333337	518.3333333333333
30	125.09	297.4166666666667	452.5
31	125.09	297.4166666666667	468.9583333333333
32	125.09	297.4166666666667	485.41666666666663
33	125.09	297.4166666666667	501.875
34	125.09	297.4166666666667	518.3333333333333
35	125.09	313.0	468.9583333333333
36	125.09	313.0	485.41666666666663
37	125.09	313.0	501.875
38	125.09	328.58333333333337	485.41666666666663
