	mH1	mH2	mH3	R11	R12	R13	R21	R22	R23	R31	R32	R33	thetahS	thetahX	thetaSX	v	vs	vx	LH	LS	LX	LHS	LHX	LSX	muHsq	muSsq	muXsq	S	STU_chisq	T	U	b_H1_WW	b_H1_ZZ	b_H1_Zgam	b_H1_bb	b_H1_cc	b_H1_gamgam	b_H1_gg	b_H1_mumu	b_H1_ss	b_H1_tautau	b_H1_tt	b_H2_H1H1	b_H2_WW	b_H2_ZZ	b_H2_Zgam	b_H2_bb	b_H2_cc	b_H2_gamgam	b_H2_gg	b_H2_mumu	b_H2_ss	b_H2_tautau	b_H2_tt	b_H3_H1H1	b_H3_H1H2	b_H3_H2H2	b_H3_WW	b_H3_ZZ	b_H3_Zgam	b_H3_bb	b_H3_cc	b_H3_gamgam	b_H3_gg	b_H3_mumu	b_H3_ss	b_H3_tautau	b_H3_tt	c_H1H1H1	c_H1H1H2	c_H1H1H3	c_H1H2H2	c_H1H2H3	c_H1H3H3	c_H2H2H2	c_H2H2H3	c_H2H3H3	c_H3H3H3	hb_H1_channel	hb_H1_ncombined	hb_H1_obsratio	hb_H1_result	hb_H2_channel	hb_H2_ncombined	hb_H2_obsratio	hb_H2_result	hb_H3_channel	hb_H3_ncombined	hb_H3_obsratio	hb_H3_result	hb_channel	hb_result	hs_chisqMass	hs_chisqMu	hs_deltaChisq	maxEV	mu_H1_WW	mu_H1_ZZ	mu_H1_bb	mu_H1_bb_VH	mu_H1_gamgam	mu_H1_tautau	mu_H2_WW	mu_H2_ZZ	mu_H2_bb	mu_H2_bb_VH	mu_H2_gamgam	mu_H2_tautau	mu_H3_WW	mu_H3_ZZ	mu_H3_bb	mu_H3_bb_VH	mu_H3_gamgam	mu_H3_tautau	valid_BFB	valid_Higgs	valid_STU	valid_Uni	w_H1	w_H2	w_H3	x_H1W	x_H1Z	x_H1_bb	x_H1_gg	x_H1_vbf	x_H1tt	x_H2W	x_H2Z	x_H2_bb	x_H2_gg	x_H2_vbf	x_H2tt	x_H3W	x_H3Z	x_H3_bb	x_H3_gg	x_H3_vbf	x_H3tt
0	1	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.1439960239579344	1.8225520855456272	0.0051759529039580796	0.30987063326122249	-0.0098159526675188589	-0.19268644370449625	-7073.0922284277349	40675.899321662102	-2414.9881718240322	0.0001385131532043816	3.1069180816007864	-0.0021836711879555304	-0.00016087942883817634	6.7300578986874974e-14	2.2620194601532121e-14	0	0	0	1.3970120184942697e-06	0.79080680331085773	0.017190147886840725	0.1920016517901931	0	0	0.00070014317024384709	0.20939367123220332	0.026417658547554075	0.0015461075698886587	0.58902124177305049	0.028804294371615389	0.0023075609018825757	0.078043970640939694	0.00022427542370795028	0.00024616740683831292	0.063294908962075763	0	0.23507895735408277	0.3265718424390554	0	0.30725513146709593	0.13017799435909772	4.2998186015580764e-05	0.00046899142748900522	2.3055092603665115e-05	1.0694757785730588e-05	0.00031207653866558105	2.0469065106295834e-07	1.9680107564725546e-07	5.7856886381821202e-05	0	-0.0039734054831015442	-0.18512295575946469	-46.550101434805924	6.9441544824401937	-44.808723025271441	-341.3196185229902	175.75626853059424	-90.209639442908852	-127.73799464390861	-1186.2669798929662	7	1	0.1031370819435207	1	377	1	0.75423113540443754	1	801	1	0.49950278965577355	1	377	1	2.1060000000001864e-25	85.410124221812183	-0.35753765668781057	5.4901308100475719	0	0	0	0	0	0	0.9512061387266606	0.95120613872666049	0.95120613872666027	0.95120613872666038	0.95120613872666027	0.95120613872666027	0.017974215178394589	0.017974215178394589	0.017974215178394592	0.017974215178394599	0.017974215178394592	0.017974215178394589	0	1	1	1	2.7871731516014343e-09	0.0038918467850661371	0.3667530632903217	-0.0070030078639650552	3.2624185681567344	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
1	1.1231231231231231	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.14399603905609359	1.8225533711567616	0.0051760933845311774	0.30987035461907531	-0.0098160447761081286	-0.19268559375534733	-7073.0546579100555	40675.552632718325	-2415.102774118935	0.00014709213587020106	3.1075720288007829	-0.0021836902747585764	-0.00015982638605726139	1.5466218224564732e-13	5.1971115430435825e-14	0	0	0	1.8212208591866418e-06	0.79361349830556827	0.019404363964578186	0.18698031650878763	0	0	0.00070016653376975442	0.20939366633660123	0.026417657929911985	0.0015461075337408257	0.58902122800179557	0.028804293698174006	0.0023075608479320438	0.078043968816279841	0.0002242754184644144	0.00024616740108294473	0.06329490748224742	0	0.23508066218800683	0.3265706248814631	0	0.30725478991713223	0.13017784965105317	4.2998138218075139e-05	0.00046899090615025896	2.3055066975237024e-05	1.0694745897258243e-05	0.00031207619175606014	2.0469042352539338e-07	1.9680085687987501e-07	5.7856822067134745e-05	0	-0.0050120757275466943	-0.18512914025646454	-46.550490812901181	6.9442124847273963	-44.808872909756239	-341.32033230001991	175.75626853059424	-90.209639442908838	-127.73799464390864	-1186.2669798929664	7	1	0.1031744992235533	1	377	1	0.7542311177705926	1	801	1	0.49950223379044811	1	377	1	2.1060000000002117e-25	85.410125025053958	-0.35753685344603525	5.4901345970313873	0	0	0	0	0	0	0.9512061164875607	0.9512061164875607	0.95120611648756059	0.95120611648756048	0.95120611648756037	0.95120611648756048	0.017974195197955175	0.017974195197955175	0.017974195197955175	0.017974195197955178	0.017974195197955178	0.017974195197955175	0	1	1	1	2.8128908449776563e-09	0.0038918468760571093	0.36675347097963873	-0.0070030078639650552	3.1547170322660838	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
2	1.2462462462462462	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.14399605590538297	1.8225548058769669	0.005176250158466361	0.30987004365916843	-0.0098161475677303808	-0.1926846452265234	-7073.0127298500138	40675.165733741458	-2415.2306683348879	0.00015559492214860593	3.1082211806041911	-0.0021837115653474551	-0.00015879132509353426	3.0747775919729131e-13	1.0331446818391915e-13	0	0	0	2.224546150710891e-06	0.80144885152253142	0.020884203535129261	0.17766472039577788	0	0	0.0007001926042984382	0.20939366087377276	0.026417657240707118	0.001546107493404743	0.58902121263494145	0.028804292946704686	0.0023075607877305615	0.078043966780206711	0.00022427541261333891	0.00024616739466073382	0.06329490583095955	0	0.23508256471896719	0.32656926608915254	0	0.30725440879064642	0.13017768817520967	4.2998084882114715e-05	0.00046899032440227058	2.3055038377158346e-05	1.0694732631229349e-05	0.00031207580464898751	2.0469016962229938e-07	1.9680061276319578e-07	5.785675030009319e-05	0	-0.0061712140908989355	-0.18513604205015755	-46.550925352246466	6.944277214295413	-44.809040178297259	-341.32112886307016	175.75626853059424	-90.209639442908838	-127.73799464390864	-1186.2669798929664	7	1	0.10321194366279829	1	377	1	0.75423109809361166	1	801	1	0.49950161351517153	1	377	1	2.1060000000001607e-25	85.410125921363857	-0.35753595713613606	5.4901388232412867	0	0	0	0	0	0	0.9512060916717392	0.95120609167173908	0.95120609167173908	0.95120609167173908	0.95120609167173897	0.95120609167173897	0.017974172902316243	0.017974172902316243	0.017974172902316246	0.017974172902316253	0.017974172902316246	0.017974172902316243	0	1	1	1	2.9300292621664022e-09	0.0038918469775907081	0.36675392591033318	-0.0070030078639650552	3.0470154963754346	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
3	1.3693693693693694	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.14399607450580254	1.8225563897062429	0.0051764232257636286	0.30986970038150191	-0.0098162610423856191	-0.19268359811802449	-7072.9664442476114	40674.738624731508	-2415.3718544718904	0.00016402400067163926	3.1088656945678514	-0.0021837350568539504	-0.00015777354181265805	5.5522458162798857e-13	1.8659378016548357e-13	0	0	0	2.599640844372171e-06	0.81125803361303117	0.021813163261867764	0.166926203483515	0	0	0.00070022138091829918	0.2093936548439089	0.026417656479963574	0.0015461074488818207	0.58902119567302524	0.028804292117233711	0.0023075607212802336	0.078043964532791527	0.0002242754061549285	0.00024616738757190474	0.06329490400826987	0	0.23508466493553073	0.32656776605597143	0	0.30725398809996413	0.13017750993678937	4.2998026009424368e-05	0.00046898968226385398	2.3055006810353939e-05	1.0694717988072933e-05	0.00031207537735688227	2.0468988936188764e-07	1.9680034330511256e-07	5.7856671083017494e-05	0	-0.007450820573104977	-0.18514366114053615	-46.551405052841879	6.9443486711442795	-44.8092248308945	-341.32200821214087	175.75626853059424	-90.209639442908866	-127.73799464390868	-1186.2669798929664	7	1	0.10324941529083655	1	377	1	0.7542310763741823	1	801	1	0.49950092885000413	1	377	1	2.106000000000186e-25	85.410126910710844	-0.3575349677891495	5.490143488677349	0	0	0	0	0	0	0.95120606428006371	0.9512060642800636	0.95120606428006338	0.95120606428006327	0.95120606428006338	0.95120606428006338	0.017974148292198882	0.017974148292198882	0.017974148292198882	0.017974148292198885	0.017974148292198882	0.017974148292198882	0	1	1	1	3.1063751234871999e-09	0.0038918470896633847	0.36675442806804404	-0.0070030078639650552	2.9393139604847844	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
4	1.4924924924924925	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.14399609485735232	1.8225581226445893	0.0051766125864229819	0.30986932478607582	-0.0098163852000738433	-0.19268245242985063	-7072.9158011028449	40674.271305688475	-2415.526332529942	0.00017238161938832854	3.1095057128996944	-0.0021837607462260118	-0.00015677240120126466	9.4053925536144336e-13	3.1604801254479596e-13	0	0	0	2.9628440743781107e-06	0.84367257539631801	0.022462395909660433	0.13386206584869065	0	0	0.00070025286262263278	0.20939364824722062	0.026417655647707958	0.0015461074001736168	0.58902117711664059	0.028804291209790091	0.0023075606485833855	0.078043962074112891	0.00022427539908940905	0.00024616737981670547	0.063294902014242149	0	0.23508696282507438	0.32656612477512853	0	0.30725352785869392	0.1301773149415579	4.2997961601908521e-05	0.00046898897975578105	2.3054972275844935e-05	1.0694701968262671e-05	0.00031207490989356644	2.0468958275322403e-07	1.9680004851434176e-07	5.7856584418470177e-05	0	-0.0088508951741754771	-0.18515199752758749	-46.551929914687328	6.9444268552739778	-44.809426867547948	-341.32297034723189	175.75626853059424	-90.209639442908866	-127.73799464390861	-1186.2669798929662	7	1	0.10328691413729192	1	377	1	0.75423105261306411	1	801	1	0.49950017981709333	1	377	1	2.1060000000002117e-25	85.410127993060655	-0.35753388543933795	5.4901485933396597	0	0	0	0	0	0	0.95120603431349227	0.95120603431349215	0.95120603431349204	0.95120603431349204	0.95120603431349193	0.95120603431349204	0.017974121368399154	0.017974121368399151	0.017974121368399154	0.017974121368399164	0.017974121368399154	0.017974121368399151	0	1	1	1	3.306432641798913e-09	0.0038918472122712205	0.36675497743691543	-0.0070030078639650552	2.8316124245941348	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
5	1.6156156156156156	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.14399611696003234	1.822560004692007	0.0051768182404444201	0.30986891687289003	-0.0098165200407950518	-0.19268120816200174	-7072.8608004157195	40673.763776612337	-2415.6941025090437	0.00018066982719861177	3.1101413651202763	-0.002183788630237844	-0.00015578732541883888	1.50232289989653e-12	5.0472424081697165e-13	0	0	0	3.2075904153187403e-06	0.85596896968528091	0.022343037277674858	0.12168478544462183	0	0	0.00070028704830982832	0.20939364108393876	0.026417654743969402	0.0015461073472818351	0.58902115696643664	0.028804290224405584	0.0023075605696425607	0.078043959404256846	0.00022427539141702782	0.00024616737139540736	0.063294899848946179	0	0.23508945837378706	0.32656434223919323	0	0.30725302808172505	0.1301771031958236	4.2997891661650828e-05	0.00046898821690077863	2.3054934774748553e-05	1.0694684572316822e-05	0.000312074402274163	2.0468924980622766e-07	1.967997284004202e-07	5.7856490309254931e-05	0	-0.010371437894161062	-0.18516105121133242	-46.552499937782898	6.9445117666845126	-44.809646288257653	-341.32401526834343	175.75626853059424	-90.209639442908866	-127.73799464390862	-1186.2669798929662	7	1	0.10332444023183132	1	377	1	0.75423102681108967	1	801	1	0.49949936644067094	1	377	1	2.106000000000186e-25	85.410129168375761	-0.35753271012423227	5.4901541372283162	0	0	0	0	0	0	0.95120600177307391	0.95120600177307391	0.95120600177307368	0.95120600177307368	0.95120600177307346	0.95120600177307357	0.017974092131788078	0.017974092131788078	0.017974092131788081	0.017974092131788084	0.017974092131788081	0.017974092131788078	0	1	1	1	3.6158283238214891e-09	0.0038918473454099272	0.36675557399959891	-0.0070030078639650552	2.7239108887034846	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
6	1.7387387387387387	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.14399614081384252	1.8225620358484951	0.0051770401878279432	0.30986847664194456	-0.0098166655645492429	-0.19267986531447789	-7072.8014421862299	40673.216037503145	-2415.8751644091949	0.00018889050562227955	3.1107727700866792	-0.00218381870549902	-0.00015481778470852946	2.2997346077974974e-12	7.7269187277925925e-13	0	0	0	3.3834740910038138e-06	0.86562758764777215	0.022016600225035151	0.11235242865002919	0	0	0.00070032393678267821	0.20939363335431416	0.02641765376877955	0.0015461072902083284	0.58902113522311916	0.028804289161114695	0.0023075604844605231	0.078043956523316887	0.00022427538313805347	0.00024616736230830542	0.063294897512457773	0	0.23509215156666757	0.32656241844009387	0	0.30725248878522965	0.13017687470643824	4.2997816190914451e-05	0.00046898739372353172	2.3054894308278287e-05	1.0694665800798295e-05	0.00031207385451509774	2.0468889053167224e-07	1.967993829737063e-07	5.7856388758416995e-05	0	-0.012012448733005776	-0.1851708221917483	-46.553115122128538	6.9446034053758758	-44.809883093023586	-341.32514297547539	175.75626853059427	-90.209639442908852	-127.73799464390864	-1186.2669798929662	7	1	0.10336199360416477	1	377	1	0.75423099896916124	1	801	1	0.49949848874705716	1	377	1	2.1060000000002117e-25	85.410130436615333	-0.35753144188466024	5.4901601203434183	0	0	0	0	0	0	0.95120596665994794	0.95120596665994783	0.95120596665994761	0.9512059666599475	0.9512059666599475	0.95120596665994761	0.017974060583311718	0.017974060583311715	0.017974060583311715	0.017974060583311722	0.017974060583311718	0.017974060583311718	0	1	1	1	3.9628059630200956e-09	0.0038918474890748444	0.36675621773725098	-0.0070030078639650552	2.6162093528128354	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
7	1.8618618618618619	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.14399616641878288	1.8225642161140541	0.0051772784285735521	0.30986800409323945	-0.0098168217713364182	-0.19267842388727907	-7072.7377264143779	40672.628088360863	-2416.0695182303957	0.00019704539345262627	3.1114000375675257	-0.002183850968462893	-0.00015386329032068873	3.3826436029840067e-12	1.1365564545730944e-12	0	0	0	3.488567623769246e-06	0.87448579622987355	0.021591538943143133	0.10391917625484048	0	0	0.0007003635267488563	0.20939362505861761	0.026417652722172565	0.0015461072289550959	0.58902111188744977	0.028804288019954678	0.0023075603930402576	0.078043953431393934	0.00022427537425277603	0.00024616735255571784	0.063294895004858784	0	0.23509504238752552	0.32656035336911976	0	0.30725190998666224	0.13017662948079697	4.2997735192142037e-05	0.00046898651025068276	2.3054850877743839e-05	1.0694645654314636e-05	0.00031207326663409914	2.0468850494118581e-07	1.9679901224537994e-07	5.7856279769243101e-05	0	-0.013773927690722942	-0.18518131046884756	-46.553775467724222	6.9447017713480674	-44.810137281845726	-341.32635346862776	175.75626853059424	-90.209639442908838	-127.73799464390861	-1186.2669798929664	7	1	0.1033995742840455	1	377	1	0.75423096908825549	1	801	1	0.49949754676465846	1	377	1	2.106000000000186e-25	85.410131797735545	-0.35753008076444814	5.4901665426850785	0	0	0	0	0	0	0.95120592897534451	0.95120592897534439	0.95120592897534439	0.95120592897534417	0.95120592897534395	0.95120592897534439	0.017974026723991142	0.017974026723991145	0.017974026723991142	0.017974026723991145	0.017974026723991145	0.017974026723991142	0	1	1	1	4.3405422998209281e-09	0.0038918476432609414	0.36675690862953358	-0.0070030078639650552	2.5085078169221844	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
8	1.984984984984985	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.14399619377485351	1.8225665454886835	0.0051775329626812449	0.3098674992267747	-0.0098169886611565796	-0.19267688388040527	-7072.6696531001671	40671.999929185506	-2416.2771639726461	0.00020513610632663304	3.1120232694928753	-0.002183885415434269	-0.00015292338889483527	4.8172051238722392e-12	1.6182849609411522e-12	0	0	0	3.5128032933116582e-06	0.88265005363613636	0.021085186372970219	0.096261247181164647	0	0	0.00070040581682044329	0.20939361619713998	0.026417651604185143	0.0015461071635242854	0.58902108696024669	0.028804286800965542	0.0023075602953849693	0.078043950128596398	0.00022427536476150709	0.00024616734213798671	0.06329489232623714	0	0.23509813081898148	0.32655814701691971	0	0.30725129170475918	0.13017636752683803	4.2997648667955601e-05	0.0004689855665108307	2.3054804484551112e-05	1.069462413351801e-05	0.0003120726386501976	2.0468809304725039e-07	1.9679861622744203e-07	5.7856163345261352e-05	0	-0.015655874767309896	-0.18519251604263154	-46.554480974570041	6.9448068646011052	-44.810408854724088	-341.32764674780049	175.7562685305943	-90.209639442908852	-127.73799464390859	-1186.2669798929662	7	1	0.10343718230127005	1	377	1	0.75423093716941902	1	801	1	0.49949654052396769	1	377	1	2.1060000000002117e-25	85.410133251689004	-0.35752862681098918	5.4901734042534152	0	0	0	0	0	0	0.95120588872058454	0.95120588872058454	0.95120588872058442	0.95120588872058431	0.95120588872058442	0.95120588872058442	0.017973990554922405	0.017973990554922405	0.017973990554922405	0.017973990554922409	0.017973990554922405	0.017973990554922405	0	1	1	1	4.7495290917722569e-09	0.0038918478079628146	0.36675764665461452	-0.0070030078639650552	2.4008062810315351	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
9	2.1081081081081079	125.09	250	0.083683976148155481	-0.37635150291882452	-0.92268983867103305	0.97569922172646528	-0.15722049596849041	0.15261960676725583	-0.20250437244268304	-0.91303957301869665	0.35404903225885431	1.3520000000000001	1.175	-0.40699999999999986	246.21965079413738	120	890	0.1439962228820543	1.8225690239723842	0.0051778037901510218	0.30986696204255032	-0.0098171662340097252	-0.19267524529385646	-7072.5972222435939	40671.331559977043	-2416.4981016359452	0.00021316415252113936	3.1126425609627177	-0.0021839220425765213	-0.00015199765792444484	6.7025046634143799e-12	2.2525464270338983e-12	0	0	0	3.4391839388864462e-06	0.89014569988434133	0.020520888489031133	0.089329972433733626	0	0	0.00070045080551391699	0.20939360677019209	0.026417650414856501	0.0015461070939181915	0.58902106044238434	0.028804285504190046	0.0023075601914980836	0.078043946615040133	0.00022427535466457951	0.0002461673310554774	0.06329488947668678	0	0.23510141684246505	0.32655579937350288	0	0.30725063395953994	0.13017608885304333	4.2997556621156741e-05	0.0004689845625345332	2.3054755130202285e-05	1.0694601239105245e-05	0.00031207197058372675	2.0468765486320278e-07	1.9679819493271533e-07	5.7856039490241477e-05	0	-0.017658289962787954	-0.18520443891310689	-46.555231642665952	6.9449186851349749	-44.810697811658706	-341.3290228129938	175.75626853059424	-90.209639442908838	-127.73799464390865	-1186.2669798929664	7	1	0.10364037077185195	1	377	1	0.75423090321377195	1	801	1	0.49949547005756673	1	377	1	2.1060000000001607e-25	85.410134798425275	-0.35752708007471767	5.4901807050485578	0	0	0	0	0	0	0.95120584589708035	0.95120584589708035	0.95120584589708024	0.95120584589708024	0.95120584589708013	0.95120584589708024	0.017973952077276666	0.017973952077276662	0.017973952077276662	0.017973952077276669	0.017973952077276666	0.017973952077276666	0	1	1	1	5.1923248123708612e-09	0.00389184798317469	0.36675843178916601	-0.0070030078639650552	2.3360440223117309	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	-0.0070030078639650552	1.4012363747794288	0.86670365094829982	0.4634901105010833	39.915831338023189	3.7339520704392819	0.45208071044114628	0.0054950747950262557	0.0035997252091218962	0.0018084537198556556	0.511780100312893	0.068442386812677766	0.0031758777312199437
