	mH1	mH2	mH3	thetahS	thetahX	thetaSX	vs	vx	x_X_S_bb_H_gamgam_max	ObsLimExclusions	ScannerSExclusions	numOfNans	numOfModels	ObsLim	dataId	ms	mx
35	90.0	125.09	245	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0008670922961175336	0	94157	0	5843	0.001463638687299703	X245_S90	90.0	245.0
36	100.0	125.09	250	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0007991274801519483	0	94224	0	5776	0.000856373124269076	X250_S100	100.0	250.0
37	110.0	125.09	250	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0007129099239918123	0	94893	0	5107	0.0013588482796279791	X250_S110	110.0	250.0
38	15.0	125.09	250	1.4922565104551515	0.1658062789394614	0.1658062789394614	889	112	0.00015211663290485913	0	98306	0	1694	0.0031131088679756157	X250_S15	15.0	250.0
39	110.0	125.09	300	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0005547605464827701	0	92548	0	7452	0.00104944770332093	X300_S110	110.0	300.0
40	125.0	125.09	300	1.1606439525762298	0.4974188368183841	0.1658062789394615	112	112	0.0011010645258387182	0	77567	0	22433	0.001237288511119818	X300_S125	125.0	300.0
41	125.09	150.0	300	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	0.00011587006177716987	0	97732	0	2268	0.000579731738052346	X300_S150	150.0	300.0
42	125.09	170.0	300	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	4.167323274558636e-06	0	96760	0	3240	0.000760152684574377	X300_S170	170.0	300.0
43	30.0	125.09	300	-1.4922565104551515	0.1658062789394614	0.1658062789394614	1000	112	7.207448112679956e-05	0	97041	0	2959	0.0013828807262933171	X300_S30	30.0	300.0
44	70.0	125.09	300	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0006316307001272082	1	93196	0	6804	0.0005814063827612861	X300_S70	70.0	300.0
45	90.0	125.09	300	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0006098243390101782	1	91900	0	8100	0.0006034811620038651	X300_S90	90.0	300.0
46	110.0	125.09	325	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0005232327350995488	0	92638	0	7362	0.0006487204202961761	X325_S110	110.0	325.0
47	125.0	125.09	325	1.1606439525762298	0.4974188368183841	0.1658062789394615	112	112	0.0010488857981914737	39	78163	0	21837	0.0007912942365981781	X325_S125	125.0	325.0
48	125.09	150.0	325	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	0.00011614009384917559	0	97732	0	2268	0.0012201098360992999	X325_S150	150.0	325.0
49	125.09	170.0	325	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	5.636598211829259e-06	0	96760	0	3240	0.000718958895145682	X325_S170	170.0	325.0
50	125.09	185.0	325	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	2.538497055814667e-06	0	96760	0	3240	0.000534236544186307	X325_S185	185.0	325.0
51	70.0	125.09	325	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.000588962663029362	0	93448	0	6552	0.0011740524220497782	X325_S70	70.0	325.0
52	90.0	125.09	325	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0005709300582582826	0	91989	0	8011	0.000620679588795308	X325_S90	90.0	325.0
53	110.0	125.09	350	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0005641806306960461	0	93475	0	6525	0.0006962551932263422	X350_S110	110.0	350.0
54	125.0	125.09	350	1.1606439525762298	0.4974188368183841	0.1658062789394615	112	112	0.0011357302528440369	50	80295	0	19705	0.000806933180243501	X350_S125	125.0	350.0
55	125.09	150.0	350	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	0.0001281013017788049	0	97732	0	2268	0.00089491514056927	X350_S150	150.0	350.0
56	125.09	170.0	350	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	6.456187620527451e-06	0	96760	0	3240	0.00136397263919467	X350_S170	170.0	350.0
57	125.09	185.0	350	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	3.187791540768453e-06	0	96780	0	3220	0.001086896046742651	X350_S185	185.0	350.0
58	125.09	200.0	350	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.7299780615985877e-06	0	97106	0	2894	0.0008276509981542882	X350_S200	200.0	350.0
59	70.0	125.09	350	1.4922565104551515	1.160643952576229	0.1658062789394612	112	223	0.00046203035292254844	0	94529	0	5471	0.0008361552208205371	X350_S70	70.0	350.0
60	90.0	125.09	350	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0006132690033056489	0	92827	0	7173	0.000741788384451459	X350_S90	90.0	350.0
61	110.0	125.09	375	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0005582464306504972	0	94563	0	5437	0.0006804803170193711	X375_S110	110.0	375.0
62	125.0	125.09	375	1.1606439525762298	0.4974188368183841	0.1658062789394615	112	112	0.0011249952195802415	39	83002	0	16998	0.000780564072329996	X375_S125	125.0	375.0
63	125.09	150.0	375	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	0.00012816891005005526	0	97900	0	2100	0.0008414947130141821	X375_S150	150.0	375.0
64	125.09	170.0	375	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	6.544409172398734e-06	0	96955	0	3045	0.000812163164913796	X375_S170	170.0	375.0
65	125.09	185.0	375	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	3.2983292018055463e-06	0	97076	0	2924	0.0007112137299443921	X375_S185	185.0	375.0
66	125.09	200.0	375	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.8760183443806786e-06	0	97687	0	2313	0.0008452498730851362	X375_S200	200.0	375.0
67	125.09	225.0	375	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.0270516149528512e-06	0	98376	0	1624	0.000823128099426907	X375_S225	225.0	375.0
68	70.0	125.09	375	1.4922565104551515	1.160643952576229	0.1658062789394612	112	223	0.000440155117298812	0	95651	0	4349	0.000494075107262077	X375_S70	70.0	375.0
69	90.0	125.09	375	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0006054953753333753	1	94079	0	5921	0.000547294574230959	X375_S90	90.0	375.0
70	110.0	125.09	400	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.0004902418373938863	2	94984	0	5016	0.00033782009140066206	X400_S110	110.0	400.0
71	125.0	125.09	400	0.4974188368183842	-0.8290313946973065	0.4974188368183842	112	223	0.0008073824717116908	39	84565	0	15435	0.000520501840829518	X400_S125	125.0	400.0
72	125.09	150.0	400	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	0.00011329551627963037	0	98186	0	1814	0.001040698525970211	X400_S150	150.0	400.0
73	125.09	170.0	400	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	5.824285075215039e-06	0	97241	0	2759	0.000620092111508667	X400_S170	170.0	400.0
74	125.09	185.0	400	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	2.9587869759473164e-06	0	97297	0	2703	0.000634220691509483	X400_S185	185.0	400.0
75	125.09	200.0	400	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.7110575805603613e-06	0	97988	0	2012	0.000669967394621786	X400_S200	200.0	400.0
76	125.09	225.0	400	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.0011413327436103e-06	0	98647	0	1353	0.000556115992843161	X400_S225	225.0	400.0
77	125.09	250.0	400	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	6.018755412546937e-07	0	98999	0	1001	0.0007442129220449321	X400_S250	250.0	400.0
78	30.0	125.09	400	-1.4922565104551515	0.1658062789394614	0.1658062789394614	1000	112	5.274125256527954e-05	0	98325	0	1675	0.001095803317442339	X400_S30	30.0	400.0
79	70.0	125.09	400	1.16064395257623	1.1606439525762295	-0.165806278939461	112	334	0.00033352626870302376	0	96195	0	3805	0.00048590646908261605	X400_S70	70.0	400.0
80	90.0	125.09	400	1.160643952576229	0.8290313946973071	-0.4974188368183839	112	112	0.0004200702500009843	0	94541	0	5459	0.0008911523420512131	X400_S90	90.0	400.0
81	110.0	125.09	425	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.000410237600711542	0	94819	0	5181	0.0004170439206711321	X425_S110	110.0	425.0
82	125.0	125.09	425	1.1606439525762298	0.4974188368183841	0.1658062789394615	112	112	0.0008272141322727406	59	84134	0	15866	0.000509219184754513	X425_S125	125.0	425.0
83	125.09	150.0	425	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	9.518608188866252e-05	0	98098	0	1902	0.00043706218881708306	X425_S150	150.0	425.0
84	125.09	170.0	425	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	4.912459319532696e-06	0	97133	0	2867	0.0009299581592462301	X425_S170	170.0	425.0
85	125.09	185.0	425	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	2.5067238933451242e-06	0	97157	0	2843	0.0006510920366346371	X425_S185	185.0	425.0
86	125.09	200.0	425	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.4573378923346833e-06	0	97544	0	2456	0.0007620449978143781	X425_S200	200.0	425.0
87	125.09	225.0	425	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	8.75160339676521e-07	0	98569	0	1431	0.00042635242450566604	X425_S225	225.0	425.0
88	125.09	250.0	425	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	5.649088505444371e-07	0	98911	0	1089	0.0006720262487034092	X425_S250	250.0	425.0
89	70.0	125.09	425	1.16064395257623	1.1606439525762295	-0.165806278939461	112	445	0.0002741106987083201	0	96219	0	3781	0.000559448975251259	X425_S70	70.0	425.0
90	90.0	125.09	425	1.160643952576229	0.8290313946973071	-0.4974188368183839	112	112	0.00035234126415849656	0	94491	0	5509	0.0008671808940698881	X425_S90	90.0	425.0
91	110.0	125.09	450	1.4922565104551522	0.8290313946973071	0.1658062789394614	112	112	0.00033617765827737554	0	93962	0	6038	0.0006605315219722031	X450_S110	110.0	450.0
92	125.0	125.09	450	1.1606439525762298	0.4974188368183841	0.1658062789394615	112	112	0.0006778808805603572	32	81581	0	18419	0.000415482154380483	X450_S125	125.0	450.0
93	125.09	150.0	450	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	7.819358300219891e-05	0	97732	0	2268	0.0005419653262070471	X450_S150	150.0	450.0
94	125.09	170.0	450	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	4.045004288964998e-06	0	96760	0	3240	0.000534000449635817	X450_S170	170.0	450.0
95	125.09	185.0	450	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	2.069511217788548e-06	0	96760	0	3240	0.000689190807843154	X450_S185	185.0	450.0
96	125.09	200.0	450	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.20756714863598e-06	0	97084	0	2916	0.000718993297687316	X450_S200	200.0	450.0
97	125.09	225.0	450	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	7.33967332674026e-07	0	97759	0	2241	0.0007237118040574561	X450_S225	225.0	450.0
98	125.09	250.0	450	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	4.858240552215027e-07	0	98083	0	1917	0.00039116999571516404	X450_S250	250.0	450.0
99	125.09	275.0	450	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	112	2.6318442484988243e-07	0	96788	0	3212	0.0007453763465968441	X450_S275	275.0	450.0
100	70.0	125.09	450	1.1606439525762295	-1.160643952576229	0.1658062789394617	112	1000	0.00016898458087065069	0	95535	0	4465	0.000400259299390443	X450_S70	70.0	450.0
101	90.0	125.09	450	1.160643952576229	0.8290313946973071	-0.4974188368183839	112	112	0.0002892419386949777	0	93751	0	6249	0.0005152028598857571	X450_S90	90.0	450.0
102	110.0	125.09	475	1.4922565104551515	1.160643952576229	0.1658062789394612	112	223	0.00018189397139602634	0	95146	0	4854	0.000687763308888478	X475_S110	110.0	475.0
103	125.0	125.09	475	0.4974188368183842	-0.8290313946973065	0.4974188368183842	112	334	0.00045358002031732365	0	83200	0	16800	0.00049990306660373	X475_S125	125.0	475.0
104	125.09	150.0	475	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	6.363378505867274e-05	0	97912	0	2088	0.0005146824486387191	X475_S150	150.0	475.0
105	125.09	170.0	475	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	3.296579767896769e-06	0	96940	0	3060	0.00046400919225457406	X475_S170	170.0	475.0
106	125.09	185.0	475	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.689321164998065e-06	0	96940	0	3060	0.00035692893032348503	X475_S185	185.0	475.0
107	125.09	200.0	475	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	9.879265260823013e-07	0	97264	0	2736	0.00047162644644510907	X475_S200	200.0	475.0
108	125.09	225.0	475	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	6.031798777437079e-07	0	97915	0	2085	0.0007682019231216971	X475_S225	225.0	475.0
109	125.09	250.0	475	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	4.050683812832157e-07	0	98341	0	1659	0.0006601949983547521	X475_S250	250.0	475.0
110	125.09	275.0	475	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	112	2.267877431264275e-07	0	97085	0	2915	0.00044095064257251306	X475_S275	275.0	475.0
111	125.09	300.0	475	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	112	1.5937627323677988e-07	0	97095	0	2905	0.0008689229474888431	X475_S300	300.0	475.0
112	70.0	125.09	475	1.1606439525762295	-1.160643952576229	0.1658062789394617	112	1000	0.00013704540808586997	0	96464	0	3536	0.00033543011847474104	X475_S70	70.0	475.0
113	90.0	125.09	475	1.160643952576229	0.8290313946973071	-0.4974188368183839	112	112	0.00023534402651491615	0	94865	0	5135	0.00035233714013918605	X475_S90	90.0	475.0
114	110.0	125.09	500	1.16064395257623	1.1606439525762295	-0.165806278939461	112	445	0.0001299976582255032	0	95729	0	4271	0.0005377813702744131	X500_S110	110.0	500.0
115	125.0	125.09	500	0.4974188368183842	-0.8290313946973065	0.4974188368183842	112	223	0.00037158935501319123	0	84997	0	15003	0.0005541733545703341	X500_S125	125.0	500.0
116	125.09	150.0	500	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	5.151162780746257e-05	0	98169	0	1831	0.0006030109989766271	X500_S150	150.0	500.0
117	125.09	170.0	500	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	2.670949032875378e-06	0	97236	0	2764	0.000803142785635981	X500_S170	170.0	500.0
118	125.09	185.0	500	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.3700946669945341e-06	0	97237	0	2763	0.00045965274569842305	X500_S185	185.0	500.0
119	125.09	200.0	500	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	8.02360094694816e-07	0	97569	0	2431	0.00031832105521714904	X500_S200	200.0	500.0
120	125.09	225.0	500	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	4.915863465662549e-07	0	98217	0	1783	0.0003958069279046441	X500_S225	225.0	500.0
121	125.09	250.0	500	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	3.3260363974420126e-07	0	98955	0	1045	0.000548027337940705	X500_S250	250.0	500.0
122	125.09	275.0	500	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	1.4537784799979155e-07	0	97743	0	2257	0.0006576571868926311	X500_S275	275.0	500.0
123	125.09	300.0	500	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	1.0487067534257092e-07	0	97746	0	2254	0.00054099632657952	X500_S300	300.0	500.0
124	30.0	125.09	500	-1.4922565104551515	0.1658062789394614	0.1658062789394614	667	223	8.456059497914515e-06	0	98522	0	1478	0.0007706400099902121	X500_S30	30.0	500.0
125	125.09	325.0	500	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	7.576677902931474e-08	0	97815	0	2185	0.00087404401640311	X500_S325	325.0	500.0
126	70.0	125.09	500	1.1606439525762295	-1.160643952576229	0.1658062789394617	112	1000	0.00011067960444231796	0	96731	0	3269	0.000369030908511553	X500_S70	70.0	500.0
127	90.0	125.09	500	1.4922565104551515	0.4974188368183841	0.1658062789394614	112	112	0.0001288607230333238	0	95427	0	4573	0.000198758945502872	X500_S90	90.0	500.0
128	110.0	125.09	525	1.4922565104551515	0.4974188368183841	0.1658062789394614	223	223	5.0893613084710185e-05	0	95983	0	4017	0.00023541818159155604	X525_S110	110.0	525.0
129	125.0	125.09	525	0.4974188368183842	-0.8290313946973065	0.4974188368183842	112	223	0.00030741822741878075	0	85771	0	14229	0.000326401490876079	X525_S125	125.0	525.0
130	125.09	150.0	525	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	4.2523493873696414e-05	0	98219	0	1781	0.000408738322972287	X525_S150	150.0	525.0
131	125.09	170.0	525	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	2.2060811212496002e-06	0	97318	0	2682	0.0009140213101423711	X525_S170	170.0	525.0
132	125.09	185.0	525	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.1323479145752219e-06	0	97318	0	2682	0.000733015906208053	X525_S185	185.0	525.0
133	125.09	200.0	525	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	6.637189667994466e-07	0	97647	0	2353	0.000277886062192049	X525_S200	200.0	525.0
134	125.09	225.0	525	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	4.07557653899646e-07	0	98242	0	1758	0.00022804885552849203	X525_S225	225.0	525.0
135	125.09	250.0	525	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	2.7641393148761595e-07	0	98599	0	1401	0.00033049663154500103	X525_S250	250.0	525.0
136	125.09	275.0	525	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	1.2240023281572137e-07	0	97778	0	2222	0.00044042569000953804	X525_S275	275.0	525.0
137	125.09	300.0	525	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	8.99541163262187e-08	0	97787	0	2213	0.000501857587583657	X525_S300	300.0	525.0
138	125.09	325.0	525	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	6.753110761319939e-08	0	97796	0	2204	0.00048732392320785707	X525_S325	325.0	525.0
139	70.0	125.09	525	1.1606439525762295	-1.160643952576229	0.1658062789394617	223	1000	4.8507667402972136e-05	0	96775	0	3225	0.00032857282680661206	X525_S70	70.0	525.0
140	90.0	125.09	525	-1.1606439525762295	0.8290313946973071	0.497418836818384	1000	112	6.312933821238172e-05	0	95814	0	4186	0.00022205229564674903	X525_S90	90.0	525.0
141	110.0	125.09	550	1.4922565104551515	0.4974188368183841	0.1658062789394614	223	223	4.0460276604761674e-05	0	96074	0	3926	0.00016928602874046703	X550_S110	110.0	550.0
142	125.0	125.09	550	0.4974188368183842	-0.8290313946973065	0.4974188368183842	112	223	0.0002447777524957871	23	86390	0	13610	0.00017742907204438004	X550_S125	125.0	550.0
143	125.09	150.0	550	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	3.384120112134812e-05	0	98169	0	1831	0.00048427676972242605	X550_S150	150.0	550.0
144	125.09	170.0	550	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	1.7561473428438617e-06	0	97271	0	2729	0.000519153694069868	X550_S170	170.0	550.0
145	125.09	185.0	550	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	9.017390751329103e-07	0	97270	0	2730	0.0009667191567581281	X550_S185	185.0	550.0
146	125.09	200.0	550	0.1658062789394614	-0.1658062789394612	-0.8290313946973066	112	112	5.28840757413881e-07	0	97592	0	2408	0.000961794905905798	X550_S200	200.0	550.0
147	125.09	225.0	550	-0.1658062789394612	0.1658062789394614	-0.8290313946973065	112	223	1.8412588973124003e-07	0	98185	0	1815	0.000239683233657623	X550_S225	225.0	550.0
148	125.09	250.0	550	-0.1658062789394612	0.1658062789394614	-0.8290313946973065	112	223	1.3126177940387928e-07	0	98499	0	1501	0.00022967348511902303	X550_S250	250.0	550.0
149	125.09	275.0	550	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	9.872972325657979e-08	0	97714	0	2286	0.0003375676755334121	X550_S275	275.0	550.0
150	125.09	300.0	550	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	7.33424113707552e-08	0	97716	0	2284	0.00034632002874761605	X550_S300	300.0	550.0
151	125.09	325.0	550	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	5.6133284640407824e-08	0	97753	0	2247	0.00041572099138290005	X550_S325	325.0	550.0
152	125.09	350.0	550	-0.1658062789394612	0.1658062789394614	-0.4974188368183838	112	223	4.237031671540692e-08	0	97846	0	2154	0.0006459609080627621	X550_S350	350.0	550.0
153	70.0	125.09	550	1.1606439525762295	-1.160643952576229	0.1658062789394617	223	1000	3.8546497190920325e-05	0	96791	0	3209	0.00027148851058726405	X550_S70	70.0	550.0
