	mH1	mH2	mH3	R11	R12	R13	R21	R22	R23	R31	R32	R33	thetahS	thetahX	thetaSX	v	vs	vx	LH	LS	LX	LHS	LHX	LSX	muHsq	muSsq	muXsq	S	STU_chisq	T	U	b_H1_WW	b_H1_ZZ	b_H1_Zgam	b_H1_bb	b_H1_cc	b_H1_gamgam	b_H1_gg	b_H1_mumu	b_H1_ss	b_H1_tautau	b_H1_tt	b_H2_H1H1	b_H2_WW	b_H2_ZZ	b_H2_Zgam	b_H2_bb	b_H2_cc	b_H2_gamgam	b_H2_gg	b_H2_mumu	b_H2_ss	b_H2_tautau	b_H2_tt	b_H3_H1H1	b_H3_H1H2	b_H3_H2H2	b_H3_WW	b_H3_ZZ	b_H3_Zgam	b_H3_bb	b_H3_cc	b_H3_gamgam	b_H3_gg	b_H3_mumu	b_H3_ss	b_H3_tautau	b_H3_tt	c_H1H1H1	c_H1H1H2	c_H1H1H3	c_H1H2H2	c_H1H2H3	c_H1H3H3	c_H2H2H2	c_H2H2H3	c_H2H3H3	c_H3H3H3	hb_H1_channel	hb_H1_ncombined	hb_H1_obsratio	hb_H1_result	hb_H2_channel	hb_H2_ncombined	hb_H2_obsratio	hb_H2_result	hb_H3_channel	hb_H3_ncombined	hb_H3_obsratio	hb_H3_result	hb_channel	hb_result	hs_chisqMass	hs_chisqMu	hs_deltaChisq	maxEV	mu_H1_WW	mu_H1_ZZ	mu_H1_bb	mu_H1_bb_VH	mu_H1_gamgam	mu_H1_tautau	mu_H2_WW	mu_H2_ZZ	mu_H2_bb	mu_H2_bb_VH	mu_H2_gamgam	mu_H2_tautau	mu_H3_WW	mu_H3_ZZ	mu_H3_bb	mu_H3_bb_VH	mu_H3_gamgam	mu_H3_tautau	w_H1	w_H2	w_H3	x_H1W	x_H1Z	x_H1_bb	x_H1_gg	x_H1_vbf	x_H1tt	x_H2W	x_H2Z	x_H2_bb	x_H2_gg	x_H2_vbf	x_H2tt	x_H3W	x_H3Z	x_H3_bb	x_H3_gg	x_H3_vbf	x_H3tt
58	31.75	125.09	188	0.083683976148155592	-0.37635150291882463	-0.92268983867103294	0.97644073261041919	-0.15384611871340326	0.15131050015134206	-0.19889818459519132	-0.91361420632976331	0.35461048230019065	1.3519999999999999	1.1749999999999998	-0.40330540449988772	246.21965079413738	120	890	0.13463446343552091	1.0421685169485402	0.0035733660752023918	0.13674223832411797	-0.001181211848775511	-0.10734873435990605	-8678.8205509993168	23363.300910160367	-2021.7474184479154	0.00041894764203626787	2.9838709712425842	-0.0010132319556517451	-4.3883491001921595e-05	1.150256333253857e-06	2.9380161765701655e-07	0	0.86900478469689424	0.043990242208074085	0.00012270067558378469	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854495	0	0.00045202513213291994	0.20944566198006928	0.026424217837606505	0.0015464914558407353	0.58916749096333665	0.028811446243958615	0.0023081338505124421	0.078063348324974635	0.000224331109474086	0.00024622852820605266	0.063310624573888113	0	0.3268993252429741	0.36728219179092336	0	0.24858654425077839	0.055402609185187024	7.3315283114828292e-05	0.0011633752354030765	5.69753994823916e-05	2.3879485368452423e-05	0.00037575612548000474	4.7918085708606471e-07	4.8468868302958275e-07	0.00013506413174826882	0	-4.0054410647830432	-0.16034317545613153	-27.826434231392444	7.3031666284559922	-29.247447932837904	-196.06948575908032	176.25134317739514	-62.72539460647647	-76.998439177470544	-671.89649131620092	1	1	0.35279115020612334	1	377	1	0.7555655248333204	1	801	1	0.1452103025273892	1	377	1	2.1060000000001345e-25	85.351593481208766	-0.41606839729122669	3.1354630742417036	0.0070030464223885267	0.0070030464223885258	0.0070030464223885241	0.0070030464223885258	0.0070030464223885258	0.0070030464223885267	0.95288901729879016	0.95288901729879016	0.95288901729878983	0.95288901729879005	0.95288901729878972	0.95288901729879005	0.012105126735404894	0.012105126735404892	0.012105126735404896	0.012105126735404897	0.012105126735404896	0.012105126735404897	6.5131116028164389e-06	0.0038967969332212946	0.11796120837491503	0.32619310329562917	0.15757641327490518	0.12191886540769994	4.4210338795604711	0.064013094282931948	0.052160489113329517	1.4033670044263238	0.86802150461454741	0.4641948636663954	39.976524776446553	3.7396296771047637	0.45276811520867299	0.014938040206595234	0.010078185380993159	0.0049458521891645553	0.80070427378571907	0.09788847109957427	0.0066418858078520172
59	31.75	125.09	188	0.083683976148155592	-0.37635150291882458	-0.92268983867103294	0.99048968381476199	-0.070064046322478202	0.11841121428924828	-0.10921162205812879	-0.92382388779662084	0.36690904314798356	1.3519999999999999	1.1749999999999998	-0.31217408309152439	246.21965079413738	120	890	0.13014549693510041	1.0549983587912535	0.0036836929345245044	0.082862591920878165	0.0015566739072061058	-0.11011180626136247	-9103.0871227483858	25906.06879276934	-2172.234158457647	-0.00050245394245683711	2.7992666207079679	-8.1484978576005975e-05	-4.7546685587578997e-06	1.150256333253857e-06	2.9380161765701655e-07	0	0.86900478469689424	0.043990242208074085	0.00012270067558378469	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854495	0	0.018071379975287901	0.20575369567972826	0.025958429619091873	0.0015192309516853773	0.5787820453955973	0.028303577579641734	0.0022674476299805544	0.07668730048238423	0.00022037675258520828	0.00024188817844790947	0.062194627755569748	0	0.63548057417099313	0.18418735112851417	0	0.14658410058340893	0.032669272835588403	4.3231844534447048e-05	0.00068600781686130069	3.3596700552228879e-05	1.408102315303943e-05	0.00022157222490943644	2.8255871678190343e-07	2.8580651812422422e-07	7.9643306250020551e-05	0	-4.0054410647830379	1.0376019502458611	-27.741829551035075	9.8042865346936487	-14.80987371723139	-201.62067333420171	185.21811681847481	-31.131656282394196	-37.332350723127213	-691.34011688911767	1	1	0.35279115020612334	1	377	1	0.76375936051790183	1	801	1	0.025756523314081157	1	377	1	2.1060000000001603e-25	85.090845198853998	-0.67681667964599512	3.1688284452440669	0.0070030464223885267	0.0070030464223885258	0.0070030464223885241	0.0070030464223885258	0.0070030464223885258	0.0070030464223885267	0.96322275511075661	0.96322275511075672	0.96322275511075672	0.9632227551107565	0.96322275511075639	0.96322275511075661	0.002152061444082207	0.002152061444082207	0.002152061444082207	0.0021520614440822062	0.0021520614440822075	0.0021520614440822075	6.5131116028164389e-06	0.0040816864278083948	0.060312320715049335	0.32619310329562917	0.15757641327490518	0.12191886540769994	4.4210338795604711	0.064013094282931948	0.052160489113329517	1.4440405831282641	0.89317924373165669	0.47764855486821306	41.135158492072179	3.848014811932706	0.46589062664693875	0.0045037025610335114	0.003038494252472945	0.0014911358426387964	0.24140609066556742	0.029512610214569173	0.0020024767445537103
60	31.75	125.09	188	0.083683976148155592	-0.37635150291882463	-0.92268983867103294	0.99633409352740521	0.015099237483990224	0.08420443635774566	-0.01775855317751146	-0.92635390606298196	0.37623539773776926	1.3519999999999999	1.1749999999999998	-0.22017944979681101	246.21965079413738	120	890	0.12825918519960194	1.0581997114248178	0.0037698645092832058	0.026571278838908113	0.0045577979025173765	-0.11187633743600263	-9772.0288446115392	28265.117445904001	-2318.7562836336983	-0.00088963674316904471	2.723767610774253	0.0003100450667492569	1.1687681136626009e-05	1.150256333253857e-06	2.9380161765701655e-07	0	0.86900478469689424	0.043990242208074085	0.00012270067558378469	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854495	0	0.078024286607420182	0.19319114087203512	0.024373504528273127	0.0014264723646133896	0.54344376802968908	0.026575466483394362	0.0021290057175225464	0.072005059358202575	0.00020692136835239001	0.00022711938662112771	0.058397255283876189	0	0.99228937864040001	9.1068620789242944e-05	0	0.0061936030344099469	0.0013803714492987014	1.8266707127580293e-06	2.8985818238339014e-05	1.4195579579112901e-06	5.9496403348763199e-07	9.3620685946029213e-06	1.1938924608426852e-08	1.2076153626914521e-08	3.3651604866919624e-06	0	-4.0054410647830458	2.2381298402856729	-27.422914103650591	10.63811817000774	0.26050514583779738	-203.47134662745523	188.59680318076298	-4.6886952977981133	10.588602838763956	-696.06075525235804	1	1	0.35279115020612334	1	377	1	0.72561487752905518	1	801	1	2.8749616219924526e-05	1	377	1	2.1060000000001093e-25	87.751317825532439	1.983655947032446	3.1758795505091704	0.0070030464223885267	0.0070030464223885258	0.0070030464223885241	0.0070030464223885258	0.0070030464223885258	0.0070030464223885267	0.91511645894454297	0.91511645894454297	0.91511645894454285	0.91511645894454285	0.91511645894454297	0.91511645894454297	2.4042997552227608e-06	2.40429975522276e-06	2.4042997552227608e-06	2.4042997552227608e-06	2.4042997552227604e-06	2.4042997552227613e-06	6.5131116028164389e-06	0.0043985561961077365	0.037742180282949601	0.32619310329562917	0.15757641327490518	0.12191886540769994	4.4210338795604711	0.064013094282931948	0.052160489113329517	1.4611320559256233	0.90375079478483755	0.48330193980601216	41.622028771617401	3.8935594048273932	0.47140484630593954	0.00011908228125793049	8.0340746812230756e-05	3.9427083694031964e-05	0.0063830121098000878	0.00078034215239571817	5.2947435066113296e-05
61	31.75	125.09	188	0.083683976148155592	-0.37635150291882435	-0.92268983867103305	0.97135099550891468	-0.17587142534261391	0.15983267898586162	-0.22242804602809219	-0.90963112743501651	0.35085178685796303	1.3519999999999999	1.175	-0.427464781088773	246.21965079413738	120	890	0.13624492858702897	1.0372019028896393	0.0035403982877830116	0.15048232962687921	-0.001856041917528826	-0.10645769533021193	-8608.1157865125042	22665.433697400098	-1981.5936267151137	0.000749510399016373	3.0517936298718129	-0.0013475062338097357	-5.7921378109871805e-05	1.150256333253857e-06	2.9380161765701655e-07	0	0.86900478469689424	0.043990242208074085	0.00012270067558378469	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854495	0	0.0040466194798089317	0.20869244931631664	0.02632919053879839	0.0015409299324464941	0.58704871509054157	0.028707833946779393	0.0022998332935593576	0.077782615355967616	0.00022352436546739637	0.00024534303626571528	0.063082945644048635	0	0.27797896014238388	0.39641800894814805	0	0.26466854281118007	0.058986812360157882	7.8058324541554333e-05	0.001238638355204464	6.0661352377451654e-05	2.5424339095254174e-05	0.00040006520257524506	5.1018086908211218e-07	5.1604501700259631e-07	0.00014380193845009217	0	-4.0054410647830139	-0.47811018088389767	-27.810121213508246	6.3697886708142866	-32.931468812232332	-193.99787131611356	172.81930637512019	-71.753214350267328	-85.937523019293394	-664.63951296286018	1	1	0.35279115020612334	1	377	1	0.74502029501878686	1	801	1	0.19350662055135523	1	377	1	2.1060000000002117e-25	85.936942384374817	0.16928050587482346	3.1223451825513564	0.0070030464223885267	0.0070030464223885258	0.0070030464223885241	0.0070030464223885258	0.0070030464223885258	0.0070030464223885267	0.93958979526589315	0.93958979526589315	0.93958979526589281	0.93958979526589281	0.9395897952658927	0.93958979526589281	0.016118013120133012	0.016118013120133015	0.016118013120133015	0.016118013120133015	0.016118013120133015	0.016118013120133019	6.5131116028164389e-06	0.0038701964635507323	0.13855811246695016	0.32619310329562917	0.15757641327490518	0.12191886540769994	4.4210338795604711	0.064013094282931948	0.052160489113329517	1.388774919348285	0.85899589434656176	0.45936820683176538	39.560852433558111	3.7007453409072073	0.44806027268643206	0.018681471385168836	0.012603750505794322	0.0061852689421975846	1.0013585297558718	0.12241904871679493	0.0083063238515159645
62	31.75	125.09	188	0.083683976148155481	-0.37635150291882458	-0.92268983867103316	0.96775381568222707	-0.19007500701269353	0.16529986068238206	-0.23759112855602438	-0.90676956166374856	0.3483093706342224	1.3520000000000003	1.1750000000000003	-0.44310372272276694	246.21965079413738	120	890	0.13737805117548177	1.0336471306140116	0.0035182977512713126	0.15922380305045727	-0.0022799233062507133	-0.10584736760325364	-8571.870726898931	22209.930070575516	-1955.633434045581	0.00098209421275782306	3.1001200658883854	-0.0015827014722567642	-6.7798429445793126e-05	1.1502563332538572e-06	2.938016176570165e-07	0	0.86900478469689424	0.043990242208074085	0.00012270067558378472	0.016885092968477629	0.00025010137704567688	0.00037525206611911351	0.069370381949854495	0	0.0083003174915286873	0.20780112782067187	0.026216739065029023	0.0015343486499105347	0.58454144115482876	0.028585223332097391	0.0022900107491517158	0.077450407280010042	0.00022256969713898227	0.0002442951808078547	0.062813519578825222	0	0.25145129992798004	0.41202776278352449	0	0.27354323406885911	0.060964719301461884	8.0675724868166721e-05	0.0012801715607210762	6.2695408891705524e-05	2.6276851288446291e-05	0.00041347992545120505	5.2728791796139014e-07	5.3334869862761307e-07	0.0001486238103372654	0	-4.0054410647830485	-0.68367119268436705	-27.790906278957006	5.707088025481915	-35.275769971958255	-192.52701996699665	170.34977149949819	-77.703458572131424	-91.340810206595151	-659.53062028631359	1	1	0.35279115020612234	1	377	1	0.73635403859562021	1	801	1	0.22832326188071192	1	377	1	2.1060000000001607e-25	86.629104423790224	0.86144254529023101	3.112926969459278	0.0070030464223885033	0.007003046422388505	0.0070030464223885024	0.0070030464223885041	0.0070030464223885024	0.0070030464223885033	0.92866025931525231	0.92866025931525231	0.9286602593152522	0.92866025931525198	0.92866025931525209	0.9286602593152522	0.019007128173658246	0.019007128173658246	0.019007128173658249	0.019007128173658253	0.019007128173658249	0.019007128173658253	6.5131116028164211e-06	0.0038580624486021101	0.15296414903113947	0.32619310329562828	0.15757641327490474	0.12191886540769961	4.4210338795604587	0.064013094282931768	0.052160489113329371	1.3785079345587889	0.85264547884104958	0.45597217315732869	39.268385551750185	3.6733863386703844	0.44474783671112811	0.021315347953555153	0.014380737042162845	0.0070573220369530331	1.142538778018952	0.13967875258547899	0.0094774217436929716
63	31.75	125.09	188	0.08368397614815537	-0.37635150291882452	-0.92268983867103316	0.9944290018578783	-0.028015303459281604	0.10161743470501694	-0.064093310103153167	-0.92605328627613348	0.37191041740880915	1.3520000000000005	1.1750000000000003	-0.26672079159167189	246.21965079413738	120	890	0.12887528195731301	1.0578188645333868	0.0037296345808152864	0.055171787273749121	0.0030158084527519332	-0.11111683000219133	-9404.5979053388401	27102.858445221365	-2245.6177368439535	-0.00076317722766520578	2.7482917352382361	0.00018216567813504145	6.3173713697760436e-06	1.1502563332538574e-06	2.938016176570166e-07	0	0.86900478469689424	0.043990242208074092	0.00012270067558378472	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854509	0	0.043242356376214083	0.20047935973234796	0.025293005467048289	0.0014802866479421304	0.56394541785584207	0.027578037383755576	0.0022093233736744894	0.074721481184190988	0.0002147275659483064	0.00023568756314124679	0.060600316849894711	0	0.85354593087447317	0.06225372572806169	0	0.068442797135399885	0.015253880907601552	2.018573879079494e-05	0.00032030959466862425	1.5686913868305586e-05	6.5746872088215247e-06	0.00010345612368571029	1.3193183199659799e-07	1.3344828983563936e-07	3.7186916119603036e-05	0	-4.0054410647830405	1.6324978217094619	-27.613458854498596	10.431699496199052	-7.3948186924297366	-203.01320434708634	187.53111655955078	-17.270099836842085	-14.489371529541613	-695.7044256836225	1	1	0.35279115020612134	1	377	1	0.75011218135665947	1	801	1	0.0041394530758791367	1	377	1	2.1060000000001607e-25	85.619195790688607	-0.14846608781138571	3.1756966004602512	0.0070030464223884868	0.0070030464223884885	0.0070030464223884859	0.0070030464223884842	0.0070030464223884859	0.0070030464223884868	0.94601147863976465	0.94601147863976442	0.9460114786397642	0.94601147863976431	0.94601147863976398	0.9460114786397642	0.00034608536774204687	0.00034608536774204682	0.00034608536774204698	0.00034608536774204698	0.00034608536774204693	0.00034608536774204704	6.5131116028164033e-06	0.0042224572912301188	0.044489020478131795	0.32619310329562745	0.15757641327490435	0.12191886540769929	4.4210338795604471	0.064013094282931601	0.052160489113329239	1.4555497331436598	0.90029797296049596	0.48145546233109493	41.463009880408322	3.8786838805513022	0.46960382222848573	0.0015511628262320537	0.0010465165646006158	0.00051357620904536909	0.083144956575574067	0.010164717418507928	0.00068969196887484763
64	31.75	125.09	188	0.08368397614815537	-0.37635150291882463	-0.92268983867103316	0.98863350001831196	-0.084703431419350217	0.12421405454830886	-0.12490314158409993	-0.92259681061476151	0.36498538363322541	1.3520000000000005	1.1750000000000003	-0.32803079263781115	246.21965079413738	120	890	0.13074226732635255	1.0534488325542446	0.0036661882004346336	0.092424024087388326	0.0010607829629114645	-0.10970146492129121	-9011.7105035449022	25476.039594362661	-2146.291641060041	-0.00037996134109145576	2.8234076858666666	-0.0002053529129892803	-9.9565168408599328e-06	1.1502563332538574e-06	2.938016176570166e-07	0	0.86900478469689424	0.043990242208074092	0.00012270067558378472	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854509	0	0.011668515329854079	0.20709535436740548	0.026127696822297423	0.0015291374051183677	0.58255611106625882	0.028488136795584967	0.0022822329819596112	0.0771873555729468	0.00022181376388015131	0.00024346545935646831	0.062600180435337896	0	0.56554877629126343	0.22500621817640715	0	0.17024873588702588	0.037943422106973053	5.0211222450186361e-05	0.00079675737794494394	3.902057437489441e-05	1.6354272954977227e-05	0.00025734299319210704	3.2817518512934825e-07	3.3194731369405345e-07	9.2500974914491894e-05	0	-4.0054410647830752	0.82950103248268658	-27.773139959514026	9.4872630767065029	-17.370995356485025	-200.9170458605208	184.08883294414832	-36.294974544308445	-44.858692374041311	-688.93802054283674	1	1	0.35279115020612134	1	377	1	0.76586106244509955	1	801	1	0.039140338470306922	1	377	1	2.1060000000001607e-25	85.051279572685672	-0.71638230581432083	3.1648875055928762	0.0070030464223884868	0.0070030464223884885	0.0070030464223884859	0.0070030464223884842	0.0070030464223884859	0.0070030464223884868	0.96587333751326154	0.96587333751326154	0.96587333751326154	0.96587333751326154	0.96587333751326132	0.96587333751326154	0.0032693446451446586	0.003269344645144659	0.0032693446451446599	0.0032693446451446595	0.0032693446451446599	0.0032693446451446603	6.5131116028164033e-06	0.0040400585302967258	0.067923181407031727	0.32619310329562745	0.15757641327490435	0.12191886540769929	4.4210338795604471	0.064013094282931601	0.052160489113329239	1.4386333724767031	0.88983473362793331	0.47585999962692543	40.981127871499076	3.833605918635973	0.46414609897347792	0.0058908601080133443	0.0039743620582734828	0.0019504113630927657	0.31576008629817287	0.038602606597638291	0.002619247210901259
65	31.75	125.09	188	0.083683976148155592	-0.37635150291882441	-0.92268983867103282	0.96871070263913617	-0.18639101205345843	0.16388399927411434	-0.23365908227249677	-0.90753398662332696	0.34897778782487754	1.3519999999999999	1.1749999999999996	-0.43904267141783737	246.21965079413738	120	890	0.13707703929090492	1.0345956390611011	0.0035240925472585067	0.15696603016733984	-0.0021708608091716591	-0.10600834542601728	-8580.5603845690839	22328.464558720381	-1962.3703603840645	0.00092030876005405279	3.0872390473064111	-0.0015202222994912711	-6.5174609334025683e-05	1.150256333253857e-06	2.9380161765701655e-07	0	0.86900478469689424	0.043990242208074085	0.00012270067558378469	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854495	0	0.0070500449212242133	0.20806311040952907	0.026249791480305509	0.0015362830601600309	0.5852783942294062	0.028621261783332689	0.002292897850636032	0.077548051880980531	0.00022285029901092189	0.00024460317280281934	0.062892710912611907	0	0.25799514703081372	0.40819567223245934	0	0.27133896510671057	0.060473452759996327	8.0025622894593619e-05	0.0012698556688031924	6.2190196089204227e-05	2.606510688937431e-05	0.00041014801717262497	5.2303892092209336e-07	5.2905086254188773e-07	0.00014742616838761945	0	-4.0054410647830112	-0.63030606059849603	-27.796549475936093	5.8835487059577085	-34.670237166563432	-192.91867105677861	171.00997198260373	-76.151146737616699	-89.967193910482692	-660.88706634511914	1	1	0.35279115020612334	1	377	1	0.7387411152212362	1	801	1	0.21901563716944425	1	377	1	2.1060000000001607e-25	86.419398078945392	0.65173620044539859	3.1154419656547372	0.0070030464223885267	0.0070030464223885258	0.0070030464223885241	0.0070030464223885258	0.0070030464223885258	0.0070030464223885267	0.93167074487241397	0.93167074487241408	0.93167074487241375	0.93167074487241386	0.93167074487241364	0.93167074487241397	0.018235076211805045	0.018235076211805042	0.018235076211805045	0.018235076211805045	0.018235076211805042	0.018235076211805049	6.5131116028164389e-06	0.0038608282121080639	0.14914488386614996	0.32619310329562917	0.15757641327490518	0.12191886540769994	4.4210338795604711	0.064013094282931948	0.052160489113329517	1.381235339759161	0.85433245477696185	0.45687432311607545	39.346078828864577	3.6806542061609497	0.44562777909832113	0.020615663596653434	0.013908683910727089	0.0068256627723877446	1.1050345105833301	0.13509374471281582	0.0091663217911014776
66	31.75	125.09	188	0.08368397614815537	-0.37635150291882469	-0.92268983867103294	0.9856635703117318	-0.1048719231925721	0.132171123496099	-0.14650705886190168	-0.92052236582096869	0.36217986654009637	1.3520000000000005	1.1749999999999998	-0.34991509300835599	246.21965079413738	120	890	0.13169478301054321	1.0508339529756816	0.0036408237820337664	0.10550849611086786	0.00038899185115269839	-0.10908554690354734	-8897.6012540485171	24873.142251631241	-2110.2717236821045	-0.00018444875248437839	2.8621941350420368	-0.00040306069478688482	-1.8259278083908449e-05	1.1502563332538574e-06	2.938016176570166e-07	0	0.86900478469689424	0.043990242208074092	0.00012270067558378472	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854509	0	0.0050447042393500265	0.2084833102570314	0.026302805002766466	0.0015393857048639817	0.58646041006833849	0.028679064676949959	0.0022975285385329848	0.077704666282785606	0.00022330036275108189	0.00024509716818579721	0.063019727698444189	0	0.48037969336557984	0.27541065980180501	0	0.19850740082819568	0.04424144509349226	5.8545511125597836e-05	0.00092900681677597239	4.5497388028323531e-05	1.9068830084481035e-05	0.00030005796186241296	3.8264720543692074e-07	3.8704544917757513e-07	0.00010785471039582175	0	-4.0054410647830645	0.54196332616565357	-27.804881851961351	8.9672089217444171	-20.876447679095541	-199.76279565595578	182.24076995576988	-43.671537881088113	-54.834346423358966	-684.91555912273657	1	1	0.35279115020612134	1	377	1	0.76636858388108497	1	801	1	0.062820118024440999	1	377	1	2.1060000000001607e-25	85.043395332921605	-0.72426654557838788	3.1581475816593088	0.0070030464223884868	0.0070030464223884885	0.0070030464223884859	0.0070030464223884842	0.0070030464223884859	0.0070030464223884868	0.96651340324746893	0.96651340324746893	0.96651340324746882	0.96651340324746882	0.96651340324746882	0.96651340324746893	0.0052447390885776053	0.0052447390885776053	0.0052447390885776062	0.0052447390885776053	0.0052447390885776071	0.0052447390885776071	6.5131116028164033e-06	0.003989086793633502	0.080148534967827631	0.32619310329562745	0.15757641327490435	0.12191886540769929	4.4210338795604471	0.064013094282931601	0.052160489113329239	1.4300028287553059	0.88449650241467259	0.47300525524895098	40.735276897502665	3.8106076314250803	0.46136162776841322	0.0081049265887073191	0.0054681170709574975	0.0026834690734115177	0.434437802318422	0.053111309192524866	0.0036036853655977215
67	31.75	125.09	188	0.083683976148155592	-0.37635150291882469	-0.92268983867103294	0.99649230631135532	0.031349965948989755	0.07759035440873463	-0.00027495146991585173	-0.9259463947150175	0.37765486693004524	1.3520000000000001	1.1749999999999998	-0.20263336233294313	246.21965079413738	120	890	0.12820796697686221	1.0576834763623402	0.0037831694510819182	0.015774461087582608	0.0051490067888972689	-0.11209045973062036	-9925.3349767536729	28684.628133840757	-2345.6742056945077	-0.00090014975358756468	2.7217347304896666	0.00032067611605748225	1.2134133286190998e-05	1.150256333253857e-06	2.9380161765701655e-07	0	0.86900478469689424	0.043990242208074085	0.00012270067558378469	0.016885092968477629	0.00025010137704567693	0.00037525206611911351	0.069370381949854495	0	0.093088127760264511	0.19003465788017354	0.023975274298106853	0.0014031657277927853	0.53456462893937695	0.026141259161169449	0.0020942206321060918	0.07082859368712556	0.00020354055193964532	0.00022340856179885239	0.057443122800145727	0	0.98667707230394452	0.013321099882392431	0	1.4857502321118282e-06	3.3112990771315559e-07	4.3819024570900294e-10	6.953252563379087e-09	3.4053014921125357e-10	1.427227327843514e-10	2.2458164512965594e-09	2.8639646276306287e-12	2.8968837612815559e-12	8.0725031075105975e-10	0	-4.0054410647830325	2.4652653824535378	-27.335636825135452	10.600944873566334	3.1495551311192087	-203.38884121025501	188.69049987952823	-0.40902651724836997	20.411755733732893	-695.05968482414676	1	1	0.35279115020612334	1	377	1	0.71398600860422856	1	801	1	1.6532211995570967e-12	1	377	1	2.1060000000002627e-25	89.301264464684337	3.5336025861843439	3.174145835418507	0.0070030464223885267	0.0070030464223885258	0.0070030464223885241	0.0070030464223885258	0.0070030464223885258	0.0070030464223885267	0.90045059461130839	0.90045059461130839	0.90045059461130839	0.90045059461130839	0.90045059461130827	0.90045059461130827	1.382572720696629e-13	1.3825727206966293e-13	1.3825727206966295e-13	1.3825727206966295e-13	1.3825727206966295e-13	1.3825727206966298e-13	6.5131116028164389e-06	0.0044730366366669827	0.037715639519619246	0.32619310329562917	0.15757641327490518	0.12191886540769994	4.4210338795604711	0.064013094282931948	0.052160489113329517	1.461596133439542	0.90403783962814577	0.48345544377013894	41.635248553880238	3.8947960578469192	0.47155457157425851	2.8545922161435928e-08	1.9258958433338188e-08	9.4513008173271174e-09	1.5301098107718833e-06	1.8706046026551125e-07	1.2692344688721661e-08
