	ms	mx	limit_obs	limit_exp
185	70.0	600.0	0.23042149233716502	0.26613680992854705
186	90.0	600.0	0.40222581659010903	0.26744021566993403
187	110.0	650.0	0.25548408551136104	0.24892826390157402
188	125.0	650.0	0.38203769844384305	0.24372492030470003
189	150.0	650.0	0.37877110911877404	0.253984231001318
190	170.0	650.0	0.16026367847313402	0.24703806524589803
191	185.0	650.0	0.15701434936668102	0.24846820693645802
192	200.0	650.0	0.192004931618056	0.250071585788243
193	250.0	650.0	0.583980478271763	0.27512628332815603
194	300.0	650.0	0.284012115299048	0.231324742695064
195	350.0	650.0	0.277674133757611	0.25492562913209804
196	400.0	650.0	0.27523458854786603	0.27613154427505004
197	70.0	650.0	0.16627220340227902	0.25906745503705003
198	90.0	650.0	0.172344436916663	0.252985247190598
199	110.0	700.0	0.162829272664288	0.23913538267348203
200	125.0	700.0	0.14738791797768702	0.201255417466806
201	150.0	700.0	0.282679559429443	0.22004261771833103
202	170.0	700.0	0.37128519851020403	0.21006427528878302
203	185.0	700.0	0.302218828148961	0.219261229842059
204	200.0	700.0	0.276926405632453	0.24838024529931102
205	250.0	700.0	0.30037880234434805	0.199138245402248
206	300.0	700.0	0.33702351885033904	0.222067901357918
207	350.0	700.0	0.36328259385937	0.242670959142628
208	400.0	700.0	0.412738247555746	0.23951613341192302
209	450.0	700.0	0.27529033614201603	0.291223892323459
210	70.0	700.0	0.303969855742652	0.26284420571501804
211	90.0	700.0	0.288348987410737	0.273475672720492
212	110.0	750.0	0.211887874234146	0.17905188369455902
213	125.0	750.0	0.132262504861451	0.21666985096248
214	150.0	750.0	0.136809109725121	0.19370905477493203
215	170.0	750.0	0.139161169848523	0.18652825691282401
216	185.0	750.0	0.24188407468695203	0.195452292723707
217	200.0	750.0	0.23296159349259402	0.187419894955032
218	250.0	750.0	0.172846504652843	0.191147196966581
219	300.0	750.0	0.246981661253651	0.18761729173218403
220	350.0	750.0	0.23784664563978503	0.213460261633155
221	400.0	750.0	0.276355543780581	0.22073665271747703
222	450.0	750.0	0.300848337614121	0.224081889879467
223	500.0	750.0	0.286522765626506	0.27732680545159905
224	50.0	750.0	0.23191420078008101	0.26853940757939404
225	70.0	750.0	0.27003908501656804	0.269217051964114
226	90.0	750.0	0.25366012198022203	0.24609811051309902
227	110.0	800.0	0.13032531873695702	0.209930132205137
228	125.0	800.0	0.121965052754398	0.18590787748440302
229	150.0	800.0	0.11867906895854201	0.17972956291605102
230	170.0	800.0	0.12384296739454101	0.17582669620384803
231	185.0	800.0	0.12206998404613101	0.180447734454765
232	200.0	800.0	0.12576075407442	0.17830207936976503
233	250.0	800.0	0.267902099230903	0.205022448077838
234	300.0	800.0	0.18700157681825502	0.18176812665178502
235	350.0	800.0	0.184505514710769	0.20086834875832202
236	400.0	800.0	0.189017156298349	0.206066267556014
237	450.0	800.0	0.30450320791991403	0.218915833852577
238	500.0	800.0	0.31912172366144603	0.24006319286376002
239	90.0	800.0	0.20303188305317402	0.22767859754479303
240	110.0	850.0	0.16772841842406802	0.179694060574269
241	125.0	850.0	0.164021425809482	0.173494182384991
242	150.0	850.0	0.119802154097303	0.184278233046255
243	170.0	850.0	0.112250423243566	0.159574744023031
244	185.0	850.0	0.11147314891347601	0.169942366931562
245	200.0	850.0	0.11080757498844501	0.18353042109150902
246	250.0	850.0	0.164244710741504	0.16728112760608502
247	300.0	850.0	0.205841486348457	0.17840593524497803
248	350.0	850.0	0.17506275482775602	0.177489167075669
249	400.0	850.0	0.177741707322933	0.19738763383361302
250	450.0	850.0	0.13451648444462802	0.19762835920100902
251	500.0	850.0	0.330701155849694	0.206310631784476
252	90.0	850.0	0.1938237793809	0.19748072883679102
253	110.0	900.0	0.155921778793174	0.164422914795465
254	125.0	900.0	0.15327186471845503	0.174930154323057
255	150.0	900.0	0.154496109562294	0.16024296079504702
256	170.0	900.0	0.11158734645086602	0.15654098328691102
257	185.0	900.0	0.103427608355052	0.137223724883903
258	200.0	900.0	0.10774170486852401	0.150254686622484
259	250.0	900.0	0.10388427795940401	0.164452186716413
260	300.0	900.0	0.19149639500766802	0.16322660423742402
261	350.0	900.0	0.155309826161695	0.155364333697557
262	400.0	900.0	0.16407127423801202	0.18885455095445902
263	450.0	900.0	0.16781409013519002	0.19092915228655802
264	500.0	900.0	0.13564811224068102	0.19242005821100802
265	90.0	900.0	0.177584739103645	0.20491963681580302
266	110.0	950.0	0.147456629858009	0.161821268000924
267	125.0	950.0	0.150359081927104	0.16269102055666101
268	150.0	950.0	0.144452914830689	0.160596136948675
269	170.0	950.0	0.14761749130172502	0.155119921602471
270	185.0	950.0	0.148350863680585	0.15830721159000502
271	200.0	950.0	0.14042573552624102	0.15534371471024602
272	250.0	950.0	0.09420331668880001	0.146261665676857
273	300.0	950.0	0.10318450924382201	0.151058096538393
274	350.0	950.0	0.14370201898631002	0.16076779746501402
275	400.0	950.0	0.148343499721267	0.16158896692638702
276	450.0	950.0	0.163219179272711	0.167711173171114
277	500.0	950.0	0.162154955113608	0.179564697246434
